top,bottom,outer,weather,rating
dress,shorts,hoodie,snow,5
shirt,cargo,hoodie,clouds,5
t-shirt,skirt,hoodie,rain,5
dress,none,jacket,windy,5
dress,jogger,jacket,clouds,5
shirt,shorts,blazer,snow,5
dress,jogger,blazer,clouds,5
dress,jeans,jacket,snow,5
dress,jeans,coat,clear,5
shirt,jogger,sweater,clouds,5
t-shirt,jogger,none,thunderstorm,5
t-shirt,skirt,coat,clear,5
t-shirt,shorts,sweater,thunderstorm,5
dress,trousers,jacket,windy,5
t-shirt,legging,none,clouds,5
t-shirt,skirt,coat,clouds,5
shirt,jogger,hoodie,snow,5
shirt,none,none,windy,5
t-shirt,none,hoodie,clouds,5
t-shirt,skirt,jacket,clear,5
t-shirt,jeans,coat,thunderstorm,5
t-shirt,legging,hoodie,rain,5
t-shirt,cargo,blazer,clear,5
dress,trousers,coat,windy,5
shirt,jeans,blazer,snow,5
dress,jeans,sweater,rain,5
t-shirt,shorts,sweater,thunderstorm,5
t-shirt,none,hoodie,snow,5
t-shirt,jogger,hoodie,rain,5
t-shirt,cargo,coat,thunderstorm,5
dress,skirt,hoodie,windy,5
shirt,jogger,coat,clouds,5
dress,legging,blazer,windy,5
t-shirt,jeans,blazer,clouds,5
t-shirt,shorts,blazer,thunderstorm,5
dress,jogger,sweater,clear,5
t-shirt,cargo,jacket,windy,5
shirt,trousers,blazer,windy,5
dress,jogger,hoodie,rain,5
shirt,none,coat,clouds,5
dress,skirt,sweater,clear,5
t-shirt,jeans,blazer,clouds,5
dress,skirt,hoodie,thunderstorm,5
shirt,jogger,jacket,clear,5
dress,none,jacket,clouds,5
t-shirt,skirt,coat,windy,5
t-shirt,jogger,coat,rain,5
shirt,cargo,blazer,rain,5
shirt,jogger,sweater,snow,5
t-shirt,trousers,none,thunderstorm,5
t-shirt,shorts,sweater,thunderstorm,5
t-shirt,none,sweater,clouds,5
shirt,skirt,none,windy,5
shirt,none,coat,rain,5
dress,jeans,coat,clouds,5
t-shirt,cargo,sweater,thunderstorm,5
shirt,shorts,sweater,clear,5
shirt,shorts,jacket,clouds,5
shirt,none,blazer,thunderstorm,5
t-shirt,shorts,coat,clouds,5
shirt,legging,coat,thunderstorm,5
shirt,legging,hoodie,rain,5
shirt,skirt,jacket,thunderstorm,5
t-shirt,cargo,sweater,clear,5
dress,trousers,sweater,snow,5
dress,trousers,jacket,windy,5
t-shirt,skirt,hoodie,clouds,5
shirt,trousers,none,thunderstorm,5
dress,jogger,sweater,thunderstorm,5
shirt,skirt,blazer,windy,5
dress,jeans,jacket,thunderstorm,5
dress,none,jacket,thunderstorm,5
shirt,skirt,blazer,thunderstorm,5
t-shirt,legging,hoodie,clear,5
t-shirt,skirt,coat,clear,5
dress,legging,sweater,rain,5
dress,shorts,none,windy,5
t-shirt,jogger,blazer,rain,5
t-shirt,cargo,hoodie,rain,5
dress,none,hoodie,rain,5
dress,shorts,jacket,clouds,5
shirt,none,coat,snow,5
dress,trousers,hoodie,rain,5
shirt,none,coat,clear,5
shirt,skirt,sweater,clouds,5
dress,jeans,jacket,thunderstorm,5
dress,cargo,blazer,thunderstorm,5
t-shirt,legging,blazer,snow,5
t-shirt,legging,sweater,rain,5
shirt,jeans,jacket,rain,5
t-shirt,none,hoodie,windy,5
shirt,none,hoodie,clouds,5
dress,skirt,none,thunderstorm,5
shirt,jogger,sweater,clouds,5
shirt,jogger,none,windy,5
t-shirt,legging,coat,clear,5
shirt,cargo,hoodie,clear,5
dress,none,jacket,clear,5
shirt,cargo,hoodie,snow,5
shirt,cargo,jacket,snow,5
shirt,skirt,blazer,thunderstorm,5
shirt,shorts,hoodie,windy,5
t-shirt,jogger,jacket,rain,5
dress,skirt,jacket,snow,5
t-shirt,jogger,coat,clouds,5
t-shirt,jogger,coat,rain,5
shirt,jogger,sweater,clouds,5
dress,none,blazer,thunderstorm,5
dress,legging,sweater,clear,5
dress,none,jacket,clear,5
t-shirt,none,blazer,rain,5
shirt,trousers,coat,clear,5
shirt,jogger,jacket,thunderstorm,5
shirt,cargo,sweater,clear,5
dress,legging,blazer,windy,5
shirt,trousers,coat,snow,5
t-shirt,skirt,jacket,thunderstorm,5
t-shirt,shorts,sweater,snow,5
t-shirt,cargo,blazer,clouds,5
shirt,trousers,none,windy,5
t-shirt,shorts,jacket,rain,5
dress,shorts,hoodie,thunderstorm,5
dress,trousers,sweater,windy,5
shirt,none,none,windy,5
dress,legging,sweater,snow,5
shirt,jogger,hoodie,rain,5
t-shirt,jogger,jacket,thunderstorm,5
dress,cargo,sweater,rain,5
dress,legging,sweater,clear,5
dress,jogger,jacket,windy,5
t-shirt,none,coat,clear,5
t-shirt,skirt,coat,rain,5
shirt,jogger,sweater,clouds,5
t-shirt,cargo,jacket,clear,5
shirt,skirt,none,windy,5
shirt,none,coat,windy,5
dress,legging,coat,rain,5
dress,skirt,none,thunderstorm,5
shirt,jogger,jacket,rain,5
dress,shorts,jacket,thunderstorm,5
dress,jeans,coat,clear,5
shirt,cargo,none,clouds,5
shirt,jeans,sweater,snow,5
shirt,shorts,jacket,clear,5
shirt,shorts,hoodie,thunderstorm,5
t-shirt,skirt,jacket,thunderstorm,5
dress,jogger,sweater,thunderstorm,5
t-shirt,none,jacket,windy,5
dress,none,blazer,clouds,5
dress,skirt,hoodie,snow,5
t-shirt,cargo,sweater,clear,5
t-shirt,skirt,jacket,clouds,5
dress,cargo,hoodie,clear,5
shirt,cargo,blazer,snow,5
dress,trousers,blazer,clear,5
dress,trousers,hoodie,rain,5
dress,jogger,jacket,snow,5
dress,jogger,none,clouds,5
shirt,skirt,none,clouds,5
shirt,jogger,jacket,snow,5
dress,jeans,hoodie,clouds,5
shirt,legging,jacket,thunderstorm,5
dress,trousers,hoodie,rain,5
shirt,jeans,blazer,rain,5
t-shirt,shorts,sweater,rain,5
t-shirt,skirt,coat,clouds,5
shirt,none,coat,thunderstorm,5
shirt,cargo,jacket,clouds,5
shirt,shorts,hoodie,thunderstorm,5
shirt,jogger,sweater,windy,5
shirt,none,jacket,clouds,5
shirt,skirt,jacket,thunderstorm,5
t-shirt,shorts,coat,thunderstorm,5
t-shirt,shorts,coat,clear,5
dress,none,jacket,clear,5
dress,trousers,sweater,clouds,5
t-shirt,skirt,jacket,thunderstorm,5
dress,none,blazer,windy,5
dress,trousers,hoodie,clear,5
shirt,trousers,jacket,snow,5
t-shirt,jeans,hoodie,thunderstorm,5
dress,jeans,coat,windy,5
dress,cargo,sweater,rain,5
t-shirt,cargo,hoodie,thunderstorm,5
shirt,legging,coat,snow,5
dress,trousers,sweater,clear,5
dress,legging,sweater,thunderstorm,5
shirt,shorts,jacket,thunderstorm,5
t-shirt,jogger,coat,rain,5
t-shirt,cargo,hoodie,clouds,5
shirt,shorts,none,clouds,5
t-shirt,cargo,jacket,clear,5
t-shirt,none,blazer,rain,5
t-shirt,skirt,hoodie,clouds,5
dress,none,hoodie,rain,5
shirt,trousers,jacket,rain,5
t-shirt,jeans,coat,thunderstorm,5
shirt,skirt,blazer,clouds,5
dress,cargo,coat,clouds,5
shirt,trousers,coat,snow,5
t-shirt,jeans,coat,rain,5
shirt,cargo,hoodie,clouds,5
t-shirt,none,sweater,thunderstorm,5
t-shirt,trousers,jacket,clear,5
dress,legging,coat,thunderstorm,5
shirt,cargo,hoodie,windy,5
shirt,jeans,coat,windy,5
shirt,jeans,jacket,rain,5
t-shirt,none,coat,thunderstorm,5
dress,shorts,jacket,thunderstorm,5
t-shirt,legging,none,clear,5
shirt,skirt,hoodie,snow,5
t-shirt,jogger,hoodie,clouds,5
dress,jogger,jacket,windy,5
dress,shorts,jacket,thunderstorm,5
dress,shorts,blazer,rain,5
t-shirt,legging,hoodie,snow,5
t-shirt,jeans,coat,windy,5
t-shirt,none,coat,snow,5
t-shirt,shorts,coat,thunderstorm,5
t-shirt,none,blazer,rain,5
shirt,cargo,none,thunderstorm,5
shirt,none,coat,clouds,5
dress,jeans,none,clear,5
dress,cargo,blazer,thunderstorm,5
shirt,skirt,sweater,rain,5
t-shirt,jeans,sweater,clouds,5
t-shirt,jeans,blazer,clear,5
t-shirt,cargo,hoodie,clear,5
shirt,none,sweater,snow,5
t-shirt,trousers,sweater,thunderstorm,5
t-shirt,cargo,sweater,clouds,5
dress,jogger,jacket,windy,5
dress,jeans,hoodie,windy,5
dress,cargo,sweater,snow,5
t-shirt,legging,jacket,snow,5
dress,jeans,jacket,snow,5
dress,none,blazer,clouds,5
dress,jeans,sweater,snow,5
t-shirt,legging,none,clouds,5
t-shirt,skirt,sweater,thunderstorm,5
shirt,trousers,blazer,clouds,5
dress,legging,hoodie,windy,5
t-shirt,trousers,sweater,rain,5
dress,skirt,hoodie,snow,5
dress,skirt,coat,snow,5
dress,trousers,hoodie,windy,5
dress,trousers,jacket,snow,5
shirt,jeans,sweater,clear,5
shirt,cargo,coat,thunderstorm,5
dress,jogger,none,thunderstorm,5
t-shirt,legging,coat,windy,5
t-shirt,none,coat,snow,5
t-shirt,legging,coat,snow,5
dress,cargo,coat,clouds,5
shirt,legging,sweater,clear,5
t-shirt,cargo,blazer,clouds,5
dress,cargo,jacket,windy,5
t-shirt,trousers,jacket,clouds,5
dress,jogger,jacket,windy,5
dress,skirt,hoodie,clouds,5
shirt,skirt,blazer,clouds,5
dress,jogger,jacket,snow,5
shirt,none,coat,snow,5
shirt,none,jacket,rain,5
shirt,none,hoodie,thunderstorm,5
shirt,skirt,coat,snow,5
t-shirt,none,jacket,snow,5
shirt,cargo,hoodie,clouds,5
dress,cargo,sweater,clouds,5
dress,jeans,coat,clouds,5
t-shirt,trousers,blazer,thunderstorm,5
shirt,cargo,none,clear,5
shirt,trousers,jacket,snow,5
t-shirt,legging,blazer,rain,5
dress,cargo,jacket,clouds,5
dress,cargo,hoodie,thunderstorm,5
dress,shorts,blazer,clouds,5
shirt,trousers,none,thunderstorm,5
shirt,jogger,hoodie,windy,5
dress,cargo,blazer,rain,5
t-shirt,cargo,blazer,snow,5
dress,skirt,coat,snow,5
t-shirt,jeans,sweater,snow,5
t-shirt,none,sweater,clouds,5
t-shirt,jeans,blazer,clear,5
t-shirt,cargo,hoodie,snow,5
shirt,jeans,sweater,snow,5
dress,none,sweater,snow,5
dress,legging,hoodie,windy,5
dress,skirt,coat,windy,5
dress,skirt,none,clouds,5
shirt,skirt,blazer,thunderstorm,5
shirt,skirt,sweater,clouds,5
t-shirt,trousers,jacket,windy,5
dress,skirt,blazer,thunderstorm,5
dress,legging,blazer,rain,5
dress,skirt,blazer,thunderstorm,5
shirt,jeans,hoodie,clear,5
shirt,skirt,sweater,rain,5
shirt,cargo,hoodie,clouds,5
shirt,skirt,blazer,thunderstorm,5
t-shirt,legging,hoodie,clouds,5
shirt,skirt,blazer,snow,5
dress,none,none,clouds,5
shirt,shorts,jacket,clouds,5
dress,skirt,coat,thunderstorm,5
shirt,jogger,sweater,clear,5
shirt,jogger,sweater,windy,5
shirt,jeans,sweater,rain,5
shirt,jogger,sweater,clouds,5
dress,shorts,jacket,snow,5
dress,trousers,blazer,windy,5
t-shirt,jogger,none,windy,5
shirt,shorts,coat,rain,5
dress,shorts,hoodie,thunderstorm,5
t-shirt,none,blazer,thunderstorm,5
t-shirt,shorts,coat,rain,5
shirt,shorts,jacket,clouds,5
dress,cargo,sweater,clear,5
t-shirt,trousers,blazer,windy,5
dress,shorts,coat,snow,5
shirt,jogger,hoodie,thunderstorm,5
dress,none,sweater,thunderstorm,5
t-shirt,jogger,sweater,windy,5
shirt,skirt,blazer,clear,5
dress,trousers,sweater,clear,5
t-shirt,none,jacket,snow,5
t-shirt,shorts,blazer,windy,5
shirt,skirt,sweater,clouds,5
t-shirt,cargo,coat,windy,5
dress,trousers,hoodie,snow,5
t-shirt,shorts,sweater,thunderstorm,5
dress,none,jacket,clear,5
t-shirt,cargo,blazer,clouds,5
shirt,jeans,sweater,windy,5
dress,none,blazer,windy,5
dress,legging,sweater,rain,5
dress,skirt,jacket,clear,5
shirt,jogger,sweater,snow,5
shirt,none,hoodie,clouds,5
shirt,shorts,none,thunderstorm,5
shirt,jeans,hoodie,clear,5
t-shirt,cargo,blazer,clear,5
shirt,skirt,none,clouds,5
shirt,skirt,hoodie,snow,5
shirt,jogger,sweater,windy,5
dress,none,none,clouds,5
dress,cargo,jacket,thunderstorm,5
dress,none,blazer,snow,5
dress,none,jacket,snow,5
dress,jogger,sweater,clear,5
t-shirt,cargo,coat,windy,5
t-shirt,trousers,sweater,clouds,5
t-shirt,jogger,none,windy,5
shirt,jeans,none,windy,5
t-shirt,none,blazer,clouds,5
shirt,none,blazer,clouds,5
shirt,none,sweater,snow,5
t-shirt,trousers,coat,rain,5
shirt,trousers,jacket,rain,5
shirt,cargo,none,windy,5
shirt,trousers,sweater,thunderstorm,5
dress,jeans,coat,clouds,5
dress,legging,sweater,rain,5
t-shirt,none,hoodie,clouds,5
dress,legging,hoodie,windy,5
dress,jeans,coat,clear,5
shirt,jeans,hoodie,snow,5
dress,shorts,jacket,rain,5
shirt,trousers,blazer,windy,5
t-shirt,skirt,blazer,clouds,5
shirt,legging,coat,clouds,5
t-shirt,cargo,sweater,clear,5
t-shirt,shorts,coat,clear,5
t-shirt,cargo,jacket,windy,5
shirt,legging,coat,rain,5
shirt,none,sweater,clouds,5
t-shirt,cargo,hoodie,windy,5
shirt,legging,coat,thunderstorm,5
t-shirt,cargo,coat,snow,5
t-shirt,legging,sweater,thunderstorm,5
t-shirt,legging,coat,windy,5
dress,jogger,blazer,clouds,5
dress,legging,sweater,rain,5
shirt,cargo,jacket,windy,5
shirt,jeans,hoodie,clouds,5
dress,shorts,sweater,clouds,5
dress,jeans,sweater,snow,5
t-shirt,cargo,hoodie,windy,5
t-shirt,skirt,coat,thunderstorm,5
t-shirt,jeans,hoodie,snow,5
t-shirt,legging,blazer,rain,5
t-shirt,skirt,none,clear,5
shirt,legging,blazer,snow,5
t-shirt,skirt,blazer,rain,5
shirt,legging,jacket,rain,5
dress,legging,hoodie,rain,5
t-shirt,skirt,jacket,clear,5
shirt,jogger,hoodie,rain,5
dress,legging,coat,rain,5
shirt,shorts,hoodie,thunderstorm,5
t-shirt,jeans,sweater,clouds,5
shirt,trousers,sweater,clouds,5
t-shirt,legging,blazer,clouds,5
t-shirt,jogger,jacket,thunderstorm,5
shirt,shorts,coat,clouds,5
dress,none,blazer,thunderstorm,5
t-shirt,none,jacket,windy,5
shirt,jeans,none,windy,5
shirt,trousers,coat,snow,5
shirt,cargo,none,windy,5
shirt,skirt,sweater,clouds,5
t-shirt,shorts,jacket,snow,5
t-shirt,jogger,blazer,thunderstorm,5
shirt,legging,sweater,clear,5
t-shirt,cargo,blazer,clear,5
shirt,shorts,coat,clear,5
shirt,cargo,sweater,thunderstorm,5
shirt,skirt,sweater,windy,5
t-shirt,cargo,jacket,thunderstorm,5
t-shirt,cargo,blazer,snow,5
shirt,shorts,none,clear,5
dress,jeans,coat,rain,5
dress,shorts,hoodie,rain,5
shirt,legging,coat,windy,5
dress,legging,coat,rain,5
dress,skirt,hoodie,clouds,5
t-shirt,cargo,jacket,windy,5
dress,none,jacket,clouds,5
shirt,legging,hoodie,windy,5
t-shirt,legging,coat,clouds,5
shirt,skirt,hoodie,clear,5
shirt,shorts,none,windy,5
dress,legging,blazer,windy,5
shirt,shorts,jacket,thunderstorm,5
shirt,jeans,coat,windy,5
dress,jeans,hoodie,clear,5
t-shirt,none,blazer,thunderstorm,5
shirt,legging,coat,thunderstorm,5
t-shirt,none,sweater,windy,5
shirt,shorts,blazer,clouds,5
dress,jeans,jacket,snow,5
t-shirt,jeans,coat,rain,5
shirt,skirt,blazer,thunderstorm,5
shirt,cargo,jacket,snow,5
t-shirt,none,jacket,snow,5
shirt,trousers,coat,snow,5
shirt,skirt,hoodie,clear,5
dress,shorts,jacket,thunderstorm,5
t-shirt,shorts,blazer,clouds,5
dress,shorts,jacket,clear,5
shirt,cargo,none,thunderstorm,5
t-shirt,trousers,jacket,windy,5
shirt,jeans,coat,clear,5
shirt,shorts,hoodie,rain,5
dress,jeans,sweater,rain,5
t-shirt,cargo,hoodie,clear,5
dress,none,hoodie,snow,5
dress,skirt,none,windy,5
dress,legging,jacket,snow,5
dress,cargo,sweater,windy,5
shirt,shorts,jacket,clear,5
dress,none,blazer,snow,5
t-shirt,legging,hoodie,clouds,5
shirt,trousers,jacket,windy,5
dress,shorts,jacket,thunderstorm,5
shirt,legging,blazer,clear,5
shirt,cargo,hoodie,thunderstorm,5
t-shirt,shorts,jacket,rain,5
dress,skirt,hoodie,snow,5
dress,legging,coat,rain,5
t-shirt,shorts,hoodie,windy,5
shirt,jeans,coat,clouds,5
shirt,trousers,none,thunderstorm,5
shirt,shorts,blazer,clouds,5
shirt,skirt,blazer,clouds,5
shirt,skirt,blazer,snow,5
t-shirt,cargo,hoodie,windy,5
shirt,cargo,coat,rain,5
t-shirt,skirt,none,clouds,5
shirt,jogger,none,thunderstorm,5
shirt,legging,coat,clouds,5
t-shirt,jogger,sweater,windy,5
shirt,skirt,sweater,rain,5
shirt,legging,blazer,thunderstorm,5
shirt,trousers,sweater,thunderstorm,5
t-shirt,legging,hoodie,clouds,5
dress,skirt,jacket,thunderstorm,5
shirt,legging,none,windy,5
shirt,skirt,jacket,thunderstorm,5
shirt,cargo,hoodie,rain,5
t-shirt,jogger,jacket,thunderstorm,5
t-shirt,cargo,jacket,thunderstorm,5
dress,legging,jacket,clear,5
dress,trousers,hoodie,rain,5
dress,skirt,hoodie,clouds,5
shirt,shorts,sweater,clouds,5
t-shirt,skirt,hoodie,rain,5
shirt,cargo,sweater,rain,5
t-shirt,cargo,jacket,thunderstorm,5
dress,trousers,sweater,snow,5
t-shirt,trousers,coat,snow,5
shirt,trousers,hoodie,windy,5
dress,jogger,jacket,clouds,5
dress,none,jacket,clear,5
shirt,shorts,none,windy,5
shirt,cargo,sweater,snow,5
t-shirt,jeans,none,clear,5
shirt,skirt,jacket,windy,5
dress,legging,jacket,thunderstorm,5
shirt,skirt,jacket,windy,5
t-shirt,shorts,blazer,snow,5
dress,jogger,jacket,thunderstorm,5
dress,cargo,blazer,rain,5
dress,cargo,blazer,clouds,5
shirt,cargo,hoodie,snow,5
t-shirt,cargo,coat,snow,5
dress,trousers,sweater,clear,5
shirt,skirt,blazer,thunderstorm,5
shirt,shorts,blazer,clear,5
shirt,jeans,sweater,clear,5
shirt,legging,sweater,snow,5
shirt,legging,hoodie,rain,5
t-shirt,none,jacket,thunderstorm,5
shirt,none,jacket,windy,5
shirt,jeans,coat,windy,5
dress,trousers,blazer,clear,5
t-shirt,skirt,coat,clear,5
dress,trousers,blazer,clouds,5
t-shirt,none,jacket,clouds,5
t-shirt,skirt,blazer,clouds,5
shirt,shorts,coat,clear,5
t-shirt,trousers,coat,rain,5
shirt,jeans,sweater,clouds,5
t-shirt,none,hoodie,windy,5
shirt,none,none,thunderstorm,5
dress,cargo,sweater,clear,5
shirt,jogger,hoodie,clouds,5
t-shirt,trousers,blazer,clear,5
t-shirt,legging,none,clouds,5
shirt,skirt,blazer,thunderstorm,5
dress,cargo,blazer,clouds,5
dress,jogger,coat,rain,5
dress,jogger,sweater,thunderstorm,5
t-shirt,none,jacket,thunderstorm,5
t-shirt,skirt,none,windy,5
dress,none,blazer,thunderstorm,5
shirt,legging,coat,thunderstorm,5
shirt,none,coat,snow,5
dress,shorts,none,clouds,5
dress,jogger,jacket,windy,5
t-shirt,skirt,blazer,clouds,5
t-shirt,trousers,hoodie,snow,5
dress,cargo,blazer,rain,5
dress,legging,blazer,windy,5
dress,skirt,jacket,thunderstorm,5
shirt,cargo,coat,snow,5
dress,trousers,jacket,snow,5
dress,none,jacket,clear,5
shirt,legging,coat,rain,5
t-shirt,cargo,hoodie,clouds,5
t-shirt,skirt,jacket,clear,5
t-shirt,none,sweater,clouds,5
dress,trousers,hoodie,windy,5
shirt,jeans,jacket,thunderstorm,5
shirt,shorts,hoodie,clouds,5
dress,shorts,none,clouds,5
shirt,jogger,sweater,windy,5
t-shirt,skirt,hoodie,rain,5
shirt,cargo,blazer,thunderstorm,5
t-shirt,legging,hoodie,windy,5
dress,skirt,coat,snow,5
shirt,shorts,jacket,snow,5
t-shirt,skirt,sweater,snow,5
dress,shorts,hoodie,clear,5
t-shirt,jogger,sweater,clear,5
dress,none,coat,thunderstorm,5
dress,jeans,coat,clear,5
t-shirt,legging,blazer,clouds,5
dress,legging,sweater,rain,5
shirt,skirt,blazer,windy,5
shirt,shorts,hoodie,rain,5
shirt,jeans,none,windy,5
shirt,none,hoodie,rain,5
t-shirt,jogger,none,clouds,5
dress,shorts,coat,windy,5
t-shirt,jeans,blazer,clear,5
shirt,jeans,coat,snow,5
dress,jogger,hoodie,snow,5
t-shirt,legging,none,windy,5
dress,trousers,none,thunderstorm,5
t-shirt,skirt,coat,clear,5
t-shirt,none,hoodie,windy,5
dress,cargo,coat,rain,5
t-shirt,jogger,none,clouds,5
dress,none,jacket,thunderstorm,5
shirt,skirt,hoodie,clouds,5
t-shirt,legging,jacket,clouds,5
t-shirt,cargo,hoodie,windy,5
shirt,legging,blazer,snow,5
t-shirt,shorts,jacket,rain,5
t-shirt,shorts,none,clear,5
dress,skirt,hoodie,clouds,5
shirt,trousers,sweater,rain,5
shirt,trousers,hoodie,clear,5
shirt,jeans,sweater,clouds,5
shirt,jogger,sweater,windy,5
dress,cargo,coat,windy,5
shirt,shorts,coat,thunderstorm,5
dress,cargo,hoodie,thunderstorm,5
shirt,trousers,coat,thunderstorm,5
t-shirt,jogger,none,thunderstorm,5
t-shirt,trousers,sweater,clouds,5
shirt,skirt,blazer,windy,5
shirt,jeans,sweater,clouds,5
dress,cargo,sweater,rain,5
t-shirt,trousers,blazer,rain,5
t-shirt,cargo,none,thunderstorm,5
t-shirt,legging,coat,clouds,5
shirt,trousers,blazer,snow,5
shirt,legging,coat,clouds,5
t-shirt,trousers,coat,rain,5
t-shirt,none,blazer,snow,5
dress,trousers,none,thunderstorm,5
shirt,trousers,sweater,thunderstorm,5
dress,jogger,hoodie,clear,5
dress,none,hoodie,clouds,5
shirt,skirt,blazer,clouds,5
shirt,trousers,coat,snow,5
t-shirt,skirt,hoodie,rain,5
t-shirt,none,sweater,clouds,5
t-shirt,legging,jacket,rain,5
dress,skirt,coat,snow,5
shirt,shorts,none,clouds,5
shirt,shorts,blazer,clear,5
dress,skirt,hoodie,clouds,5
dress,jogger,coat,rain,5
shirt,cargo,hoodie,thunderstorm,5
dress,skirt,sweater,clear,5
shirt,jogger,hoodie,thunderstorm,5
shirt,cargo,sweater,clouds,5
shirt,skirt,jacket,windy,5
dress,trousers,coat,windy,5
shirt,jogger,sweater,rain,5
dress,trousers,none,thunderstorm,5
shirt,jeans,jacket,rain,5
dress,skirt,hoodie,rain,5
shirt,shorts,coat,clouds,5
dress,trousers,blazer,clouds,5
t-shirt,legging,coat,snow,5
t-shirt,legging,none,clouds,5
shirt,cargo,coat,windy,5
dress,shorts,coat,rain,5
dress,cargo,blazer,windy,5
t-shirt,jogger,coat,clouds,5
shirt,jogger,sweater,windy,5
dress,legging,none,clear,5
dress,jeans,coat,clear,5
dress,none,hoodie,snow,5
shirt,jeans,jacket,clouds,5
t-shirt,trousers,blazer,windy,5
t-shirt,none,hoodie,snow,5
dress,skirt,jacket,clear,5
t-shirt,shorts,sweater,rain,5
t-shirt,none,sweater,snow,5
dress,jogger,coat,rain,5
shirt,jeans,coat,rain,5
shirt,none,sweater,windy,5
shirt,none,jacket,rain,5
dress,shorts,jacket,clear,5
dress,legging,blazer,clear,5
t-shirt,cargo,none,clear,5
t-shirt,jeans,sweater,clouds,5
t-shirt,cargo,sweater,clear,5
t-shirt,jogger,jacket,rain,5
dress,trousers,sweater,snow,5
dress,legging,coat,thunderstorm,5
shirt,none,jacket,thunderstorm,5
t-shirt,cargo,jacket,clouds,5
dress,shorts,none,clouds,5
shirt,trousers,blazer,snow,5
dress,legging,coat,rain,5
shirt,shorts,blazer,windy,5
t-shirt,legging,blazer,clouds,5
dress,none,hoodie,thunderstorm,5
t-shirt,jogger,jacket,thunderstorm,5
shirt,none,coat,snow,5
shirt,cargo,coat,clear,5
t-shirt,skirt,sweater,clouds,5
shirt,jeans,coat,rain,5
t-shirt,legging,sweater,windy,5
shirt,jogger,sweater,windy,5
dress,none,jacket,rain,5
shirt,shorts,jacket,rain,5
t-shirt,legging,blazer,clouds,5
dress,legging,sweater,windy,5
shirt,legging,jacket,clear,5
shirt,legging,blazer,thunderstorm,5
t-shirt,skirt,blazer,clouds,5
t-shirt,shorts,coat,clear,5
dress,jogger,coat,thunderstorm,5
dress,none,jacket,rain,5
dress,trousers,sweater,clouds,5
shirt,jogger,hoodie,snow,5
t-shirt,trousers,sweater,thunderstorm,5
dress,none,sweater,snow,5
t-shirt,trousers,jacket,thunderstorm,5
dress,shorts,none,windy,5
shirt,trousers,sweater,snow,5
dress,trousers,coat,clouds,5
dress,cargo,sweater,snow,5
shirt,jeans,hoodie,rain,5
dress,jogger,hoodie,snow,5
dress,shorts,none,clouds,5
dress,jeans,none,clear,5
t-shirt,skirt,blazer,clouds,5
dress,jogger,coat,thunderstorm,5
t-shirt,jeans,blazer,clear,5
t-shirt,legging,coat,clouds,5
dress,jeans,sweater,clouds,5
t-shirt,jogger,hoodie,rain,5
shirt,trousers,coat,rain,5
dress,jogger,blazer,clouds,5
t-shirt,cargo,hoodie,thunderstorm,5
shirt,cargo,none,thunderstorm,5
shirt,trousers,sweater,clouds,5
dress,jogger,hoodie,snow,5
dress,trousers,jacket,rain,5
dress,none,hoodie,snow,5
dress,skirt,hoodie,windy,5
dress,jogger,sweater,thunderstorm,5
dress,trousers,coat,clouds,5
dress,skirt,coat,snow,5
dress,trousers,coat,clouds,5
shirt,legging,blazer,clear,5
dress,skirt,hoodie,snow,5
dress,skirt,hoodie,snow,5
dress,shorts,sweater,windy,5
dress,trousers,blazer,thunderstorm,5
shirt,skirt,blazer,thunderstorm,5
t-shirt,shorts,none,windy,5
t-shirt,legging,hoodie,clouds,5
shirt,legging,coat,snow,5
shirt,skirt,none,windy,5
shirt,trousers,coat,thunderstorm,5
dress,cargo,blazer,windy,5
t-shirt,cargo,hoodie,rain,5
dress,jogger,jacket,snow,5
dress,legging,jacket,thunderstorm,5
shirt,skirt,jacket,rain,5
shirt,none,coat,snow,5
shirt,legging,coat,rain,5
t-shirt,trousers,coat,windy,5
t-shirt,jogger,jacket,windy,5
shirt,trousers,jacket,windy,5
shirt,shorts,hoodie,windy,5
t-shirt,jogger,coat,rain,5
t-shirt,legging,coat,clouds,5
dress,skirt,hoodie,rain,5
t-shirt,trousers,hoodie,clouds,5
shirt,legging,coat,rain,5
shirt,legging,blazer,thunderstorm,5
dress,cargo,blazer,rain,5
t-shirt,skirt,hoodie,snow,5
t-shirt,legging,sweater,windy,5
shirt,trousers,coat,clear,5
t-shirt,trousers,sweater,rain,5
t-shirt,trousers,sweater,snow,5
dress,skirt,hoodie,rain,5
dress,skirt,none,clouds,5
shirt,jogger,hoodie,rain,5
t-shirt,legging,hoodie,windy,5
shirt,shorts,coat,clouds,5
shirt,jeans,none,thunderstorm,5
t-shirt,shorts,coat,windy,5
dress,cargo,blazer,clouds,5
dress,jeans,hoodie,rain,5
t-shirt,cargo,hoodie,windy,5
dress,none,jacket,thunderstorm,5
shirt,legging,none,windy,5
t-shirt,legging,coat,windy,5
shirt,shorts,jacket,windy,5
dress,legging,blazer,thunderstorm,5
dress,skirt,sweater,clouds,5
dress,legging,sweater,rain,5
t-shirt,legging,none,thunderstorm,5
shirt,jeans,hoodie,clouds,5
dress,jogger,jacket,clear,5
shirt,none,coat,clouds,5
t-shirt,legging,none,clouds,5
shirt,skirt,blazer,windy,5
