top,bottom,outer,styleTop,styleBottom,styleOuter,styleUser,userLike
shirt,cargo,coat,casual,vintage,vintage,sporty,0
shirt,skirt,coat,sporty,sporty,casual,sporty,1
shirt,shorts,blazer,sporty,formal,formal,formal,1
shirt,cargo,jacket,casual,sporty,sporty,sporty,1
shirt,jogger,hoodie,vintage,streetwear,formal,formal,0
t-shirt,legging,hoodie,streetwear,sporty,formal,sporty,0
t-shirt,jogger,jacket,streetwear,streetwear,vintage,casual,0
shirt,trousers,blazer,casual,casual,streetwear,casual,1
t-shirt,jeans,hoodie,vintage,casual,vintage,vintage,1
t-shirt,shorts,sweater,vintage,vintage,sporty,casual,0
shirt,shorts,hoodie,streetwear,vintage,vintage,casual,0
t-shirt,skirt,blazer,vintage,streetwear,sporty,vintage,0
t-shirt,trousers,sweater,formal,vintage,vintage,casual,0
t-shirt,legging,blazer,streetwear,streetwear,sporty,streetwear,1
t-shirt,jogger,hoodie,streetwear,streetwear,casual,streetwear,1
dress,none,hoodie,formal,streetwear,streetwear,vintage,0
t-shirt,skirt,coat,casual,formal,formal,streetwear,0
shirt,legging,coat,streetwear,vintage,streetwear,streetwear,1
shirt,jogger,jacket,sporty,vintage,sporty,sporty,1
t-shirt,jogger,sweater,sporty,vintage,casual,casual,0
t-shirt,shorts,sweater,casual,sporty,casual,casual,1
t-shirt,skirt,jacket,formal,casual,sporty,casual,0
shirt,cargo,jacket,vintage,casual,vintage,vintage,1
dress,none,hoodie,vintage,vintage,formal,vintage,1
t-shirt,legging,sweater,sporty,casual,sporty,sporty,1
shirt,shorts,coat,sporty,sporty,formal,sporty,1
t-shirt,skirt,hoodie,formal,streetwear,formal,formal,1
t-shirt,jeans,sweater,vintage,streetwear,streetwear,streetwear,1
t-shirt,trousers,hoodie,formal,casual,formal,vintage,0
shirt,legging,sweater,streetwear,vintage,vintage,vintage,1
shirt,trousers,hoodie,formal,formal,streetwear,casual,0
shirt,legging,coat,sporty,sporty,sporty,sporty,1
t-shirt,cargo,jacket,vintage,formal,vintage,vintage,1
shirt,jogger,blazer,sporty,streetwear,streetwear,streetwear,1
t-shirt,cargo,jacket,streetwear,streetwear,vintage,streetwear,1
shirt,shorts,blazer,casual,vintage,streetwear,streetwear,0
shirt,trousers,jacket,formal,streetwear,streetwear,vintage,0
shirt,jeans,coat,formal,formal,sporty,streetwear,0
shirt,skirt,jacket,formal,formal,vintage,formal,1
shirt,trousers,jacket,formal,casual,casual,casual,1
shirt,legging,blazer,sporty,formal,formal,formal,1
t-shirt,jeans,jacket,streetwear,formal,sporty,streetwear,0
shirt,legging,jacket,casual,streetwear,casual,casual,1
t-shirt,shorts,jacket,sporty,vintage,casual,sporty,0
t-shirt,trousers,jacket,vintage,streetwear,vintage,sporty,0
t-shirt,jogger,hoodie,casual,vintage,streetwear,streetwear,0
t-shirt,jogger,jacket,sporty,sporty,formal,sporty,1
shirt,jogger,jacket,vintage,vintage,casual,sporty,0
shirt,legging,sweater,casual,formal,vintage,casual,0
t-shirt,cargo,hoodie,formal,casual,formal,formal,1
dress,none,blazer,streetwear,casual,streetwear,streetwear,1
t-shirt,jogger,sweater,casual,vintage,streetwear,casual,0
t-shirt,jogger,hoodie,formal,formal,streetwear,casual,0
t-shirt,shorts,coat,casual,formal,streetwear,casual,0
t-shirt,skirt,coat,sporty,sporty,streetwear,sporty,1
shirt,trousers,jacket,formal,formal,streetwear,streetwear,0
shirt,jogger,blazer,casual,casual,formal,casual,1
t-shirt,jeans,sweater,formal,streetwear,formal,streetwear,0
t-shirt,jeans,coat,formal,casual,formal,formal,1
shirt,jogger,blazer,casual,streetwear,casual,streetwear,0
dress,none,sweater,casual,formal,casual,casual,1
t-shirt,cargo,blazer,vintage,casual,streetwear,casual,0
shirt,skirt,blazer,streetwear,streetwear,streetwear,sporty,0
shirt,legging,jacket,streetwear,casual,streetwear,streetwear,1
t-shirt,legging,hoodie,casual,vintage,vintage,formal,0
shirt,skirt,jacket,vintage,sporty,casual,casual,0
t-shirt,skirt,hoodie,casual,casual,streetwear,casual,1
t-shirt,shorts,jacket,sporty,formal,formal,streetwear,0
shirt,shorts,sweater,formal,streetwear,casual,streetwear,0
shirt,legging,jacket,sporty,casual,casual,casual,1
shirt,trousers,jacket,casual,casual,sporty,streetwear,0
t-shirt,trousers,sweater,formal,vintage,vintage,vintage,1
t-shirt,jeans,coat,sporty,sporty,streetwear,sporty,1
t-shirt,legging,sweater,vintage,formal,formal,formal,1
shirt,shorts,blazer,formal,casual,sporty,casual,0
t-shirt,jeans,hoodie,streetwear,streetwear,sporty,sporty,0
shirt,legging,blazer,vintage,streetwear,streetwear,sporty,0
shirt,shorts,hoodie,vintage,vintage,sporty,formal,0
t-shirt,jogger,hoodie,streetwear,casual,sporty,sporty,0
t-shirt,shorts,sweater,sporty,formal,sporty,casual,0
shirt,shorts,hoodie,formal,sporty,formal,sporty,0
shirt,jeans,blazer,casual,casual,streetwear,casual,1
t-shirt,trousers,hoodie,formal,formal,vintage,formal,1
shirt,trousers,hoodie,formal,sporty,sporty,sporty,1
shirt,trousers,jacket,casual,vintage,sporty,casual,0
dress,none,coat,streetwear,casual,casual,casual,1
shirt,cargo,hoodie,formal,vintage,formal,casual,0
t-shirt,cargo,hoodie,sporty,vintage,sporty,streetwear,0
shirt,legging,jacket,vintage,streetwear,formal,streetwear,0
shirt,legging,blazer,vintage,formal,formal,casual,0
shirt,legging,jacket,casual,casual,streetwear,sporty,0
shirt,shorts,hoodie,vintage,sporty,sporty,sporty,1
shirt,cargo,coat,vintage,streetwear,streetwear,streetwear,1
shirt,skirt,jacket,formal,formal,formal,formal,1
shirt,legging,sweater,vintage,vintage,streetwear,formal,0
shirt,cargo,sweater,streetwear,casual,casual,casual,1
shirt,jeans,coat,formal,sporty,sporty,sporty,1
t-shirt,jogger,jacket,sporty,sporty,formal,formal,0
shirt,shorts,blazer,streetwear,streetwear,casual,casual,0
t-shirt,trousers,jacket,vintage,vintage,formal,streetwear,0
shirt,jogger,jacket,streetwear,vintage,vintage,vintage,1
t-shirt,skirt,coat,formal,vintage,vintage,sporty,0
shirt,trousers,jacket,streetwear,streetwear,sporty,streetwear,1
shirt,skirt,jacket,sporty,sporty,casual,sporty,1
t-shirt,jeans,hoodie,formal,vintage,streetwear,vintage,0
t-shirt,jeans,sweater,streetwear,vintage,formal,streetwear,0
shirt,jogger,jacket,vintage,casual,casual,casual,1
t-shirt,jeans,blazer,sporty,casual,sporty,sporty,1
t-shirt,jeans,sweater,formal,sporty,formal,formal,1
shirt,shorts,sweater,formal,formal,vintage,formal,1
t-shirt,cargo,sweater,sporty,casual,casual,casual,1
shirt,jogger,hoodie,vintage,sporty,vintage,vintage,1
shirt,shorts,hoodie,formal,casual,formal,formal,1
shirt,jogger,jacket,streetwear,streetwear,sporty,streetwear,1
t-shirt,legging,sweater,sporty,streetwear,sporty,sporty,1
t-shirt,jogger,jacket,streetwear,formal,formal,casual,0
shirt,shorts,blazer,streetwear,formal,formal,formal,1
shirt,jeans,sweater,formal,sporty,sporty,sporty,1
shirt,jogger,coat,casual,casual,formal,casual,1
dress,none,blazer,vintage,streetwear,vintage,vintage,1
t-shirt,shorts,blazer,formal,formal,casual,formal,1
t-shirt,legging,coat,vintage,streetwear,vintage,vintage,1
shirt,jeans,hoodie,formal,casual,vintage,vintage,0
t-shirt,jogger,hoodie,formal,streetwear,formal,casual,0
t-shirt,shorts,coat,casual,casual,streetwear,casual,1
t-shirt,jogger,coat,vintage,vintage,formal,casual,0
t-shirt,skirt,sweater,casual,formal,casual,streetwear,0
shirt,skirt,sweater,casual,casual,streetwear,casual,1
t-shirt,trousers,jacket,vintage,streetwear,sporty,streetwear,0
dress,none,jacket,vintage,vintage,formal,vintage,1
shirt,trousers,coat,sporty,streetwear,sporty,sporty,1
shirt,cargo,jacket,formal,formal,streetwear,sporty,0
t-shirt,cargo,blazer,vintage,casual,casual,streetwear,0
t-shirt,skirt,blazer,vintage,formal,formal,formal,1
shirt,jogger,jacket,sporty,streetwear,sporty,sporty,1
shirt,jogger,blazer,streetwear,sporty,sporty,streetwear,0
t-shirt,shorts,hoodie,streetwear,formal,casual,casual,0
t-shirt,jogger,jacket,formal,streetwear,streetwear,streetwear,1
t-shirt,jogger,hoodie,sporty,formal,streetwear,formal,0
t-shirt,skirt,jacket,sporty,vintage,sporty,sporty,1
shirt,shorts,coat,casual,casual,sporty,casual,1
dress,none,hoodie,vintage,vintage,vintage,vintage,1
t-shirt,skirt,sweater,formal,vintage,streetwear,formal,0
shirt,jogger,blazer,formal,formal,casual,vintage,0
shirt,jeans,sweater,formal,sporty,formal,sporty,0
t-shirt,cargo,jacket,streetwear,streetwear,streetwear,streetwear,1
t-shirt,cargo,blazer,formal,sporty,sporty,streetwear,0
dress,none,jacket,casual,vintage,sporty,casual,0
shirt,trousers,jacket,vintage,streetwear,vintage,vintage,1
shirt,jogger,hoodie,vintage,casual,casual,casual,1
shirt,skirt,blazer,vintage,vintage,vintage,sporty,0
shirt,shorts,coat,vintage,formal,vintage,vintage,1
shirt,skirt,hoodie,casual,vintage,sporty,sporty,0
t-shirt,shorts,sweater,casual,casual,casual,casual,1
shirt,jeans,hoodie,casual,streetwear,streetwear,formal,0
shirt,shorts,blazer,formal,vintage,formal,formal,1
t-shirt,skirt,sweater,casual,formal,casual,casual,1
shirt,skirt,hoodie,vintage,vintage,sporty,formal,0
shirt,jeans,sweater,casual,formal,sporty,casual,0
t-shirt,trousers,blazer,vintage,vintage,casual,vintage,1
shirt,cargo,hoodie,casual,sporty,casual,casual,1
t-shirt,legging,jacket,casual,casual,sporty,casual,1
t-shirt,trousers,sweater,vintage,vintage,sporty,vintage,1
t-shirt,jeans,blazer,vintage,formal,sporty,sporty,0
shirt,jogger,blazer,casual,sporty,casual,casual,1
shirt,shorts,hoodie,formal,streetwear,casual,formal,0
shirt,jogger,blazer,formal,sporty,formal,streetwear,0
t-shirt,jeans,jacket,streetwear,sporty,vintage,vintage,0
t-shirt,jogger,blazer,formal,formal,formal,streetwear,0
shirt,legging,sweater,casual,formal,formal,streetwear,0
t-shirt,skirt,hoodie,streetwear,casual,streetwear,formal,0
shirt,legging,sweater,vintage,vintage,sporty,formal,0
dress,none,sweater,sporty,formal,formal,formal,1
t-shirt,legging,sweater,vintage,casual,vintage,casual,0
t-shirt,trousers,hoodie,casual,formal,sporty,sporty,0
shirt,legging,hoodie,casual,casual,sporty,casual,1
shirt,legging,hoodie,vintage,formal,formal,formal,1
shirt,cargo,hoodie,sporty,casual,sporty,sporty,1
t-shirt,jeans,hoodie,streetwear,streetwear,vintage,streetwear,1
t-shirt,shorts,jacket,casual,casual,formal,casual,1
t-shirt,jeans,hoodie,vintage,vintage,vintage,vintage,1
t-shirt,shorts,sweater,vintage,vintage,vintage,vintage,1
shirt,jeans,coat,streetwear,sporty,sporty,casual,0
t-shirt,cargo,jacket,casual,sporty,streetwear,streetwear,0
t-shirt,shorts,blazer,vintage,streetwear,sporty,streetwear,0
t-shirt,legging,blazer,formal,formal,vintage,formal,1
shirt,jogger,hoodie,vintage,formal,casual,formal,0
t-shirt,cargo,jacket,sporty,casual,casual,vintage,0
t-shirt,legging,blazer,casual,vintage,vintage,vintage,1
t-shirt,legging,blazer,vintage,casual,vintage,streetwear,0
dress,none,jacket,casual,casual,streetwear,casual,1
t-shirt,trousers,hoodie,sporty,sporty,streetwear,sporty,1
shirt,shorts,coat,vintage,formal,formal,formal,1
shirt,trousers,sweater,streetwear,vintage,vintage,vintage,1
t-shirt,skirt,hoodie,formal,vintage,formal,formal,1
shirt,trousers,jacket,formal,casual,formal,formal,1
shirt,skirt,jacket,formal,casual,vintage,formal,0
shirt,cargo,sweater,formal,formal,streetwear,formal,1
dress,none,hoodie,formal,casual,streetwear,formal,0
t-shirt,shorts,coat,formal,streetwear,streetwear,streetwear,1
shirt,shorts,sweater,sporty,casual,casual,casual,1
t-shirt,jeans,sweater,casual,casual,sporty,casual,1
t-shirt,jeans,sweater,formal,formal,formal,formal,1
shirt,jeans,hoodie,sporty,formal,streetwear,sporty,0
t-shirt,jeans,hoodie,formal,vintage,sporty,vintage,0
t-shirt,cargo,hoodie,sporty,sporty,sporty,sporty,1
t-shirt,trousers,jacket,sporty,sporty,streetwear,sporty,1
t-shirt,skirt,jacket,vintage,streetwear,casual,streetwear,0
t-shirt,jeans,hoodie,casual,streetwear,casual,casual,1
t-shirt,shorts,jacket,streetwear,vintage,streetwear,streetwear,1
t-shirt,skirt,coat,formal,sporty,formal,formal,1
shirt,cargo,hoodie,vintage,vintage,streetwear,vintage,1
t-shirt,jogger,jacket,vintage,streetwear,vintage,vintage,1
t-shirt,shorts,sweater,formal,vintage,vintage,sporty,0
shirt,cargo,jacket,streetwear,vintage,formal,formal,0
shirt,cargo,jacket,casual,casual,formal,casual,1
shirt,shorts,sweater,sporty,vintage,vintage,vintage,1
shirt,skirt,jacket,casual,formal,casual,vintage,0
t-shirt,shorts,sweater,sporty,casual,vintage,sporty,0
t-shirt,jeans,blazer,formal,casual,casual,casual,1
shirt,jeans,coat,formal,formal,vintage,formal,1
shirt,jogger,jacket,streetwear,streetwear,casual,streetwear,1
shirt,skirt,jacket,formal,formal,sporty,formal,1
shirt,jeans,hoodie,sporty,vintage,sporty,streetwear,0
dress,none,hoodie,streetwear,sporty,sporty,sporty,1
t-shirt,skirt,coat,streetwear,vintage,streetwear,streetwear,1
t-shirt,skirt,jacket,vintage,sporty,sporty,sporty,1
shirt,cargo,blazer,streetwear,streetwear,sporty,streetwear,1
t-shirt,jeans,coat,formal,formal,casual,casual,0
shirt,shorts,hoodie,sporty,sporty,streetwear,sporty,1
t-shirt,jeans,hoodie,vintage,vintage,casual,vintage,1
t-shirt,legging,hoodie,sporty,vintage,formal,formal,0
shirt,skirt,hoodie,streetwear,vintage,vintage,vintage,1
t-shirt,skirt,jacket,vintage,formal,sporty,sporty,0
shirt,cargo,coat,sporty,sporty,formal,sporty,1
shirt,trousers,coat,formal,formal,casual,formal,1
shirt,jogger,blazer,sporty,sporty,formal,sporty,1
t-shirt,trousers,sweater,streetwear,formal,formal,formal,1
shirt,skirt,sweater,sporty,vintage,sporty,sporty,1
t-shirt,cargo,coat,formal,casual,formal,formal,1
shirt,jeans,hoodie,vintage,casual,vintage,sporty,0
shirt,shorts,blazer,formal,streetwear,formal,formal,1
t-shirt,jogger,coat,vintage,casual,casual,casual,1
t-shirt,shorts,coat,vintage,formal,formal,formal,1
t-shirt,jogger,coat,vintage,sporty,sporty,sporty,1
t-shirt,trousers,blazer,streetwear,streetwear,formal,streetwear,1
shirt,trousers,jacket,casual,streetwear,casual,casual,1
t-shirt,legging,hoodie,formal,sporty,sporty,formal,0
t-shirt,shorts,jacket,sporty,formal,vintage,formal,0
t-shirt,legging,sweater,casual,vintage,vintage,sporty,0
dress,none,jacket,formal,vintage,formal,formal,1
shirt,jogger,hoodie,casual,vintage,casual,casual,1
shirt,trousers,hoodie,sporty,sporty,vintage,formal,0
t-shirt,jeans,blazer,casual,casual,formal,sporty,0
shirt,shorts,hoodie,casual,streetwear,casual,casual,1
t-shirt,shorts,hoodie,streetwear,casual,vintage,casual,0
shirt,skirt,jacket,streetwear,sporty,streetwear,streetwear,1
t-shirt,shorts,jacket,sporty,sporty,casual,sporty,1
t-shirt,cargo,blazer,sporty,sporty,vintage,formal,0
shirt,skirt,hoodie,formal,formal,formal,casual,0
shirt,skirt,sweater,formal,casual,casual,streetwear,0
shirt,shorts,jacket,sporty,formal,formal,formal,1
t-shirt,jogger,hoodie,sporty,sporty,formal,sporty,1
shirt,shorts,coat,casual,vintage,vintage,streetwear,0
t-shirt,skirt,jacket,streetwear,vintage,streetwear,streetwear,1
shirt,jogger,hoodie,formal,formal,streetwear,formal,1
shirt,shorts,hoodie,formal,formal,casual,formal,1
t-shirt,jogger,jacket,formal,casual,vintage,formal,0
shirt,jogger,blazer,streetwear,formal,formal,vintage,0
t-shirt,jogger,jacket,streetwear,streetwear,streetwear,streetwear,1
shirt,trousers,coat,formal,casual,formal,formal,1
shirt,legging,sweater,casual,sporty,streetwear,casual,0
shirt,cargo,hoodie,sporty,streetwear,sporty,sporty,1
shirt,jeans,sweater,vintage,casual,vintage,formal,0
t-shirt,cargo,blazer,vintage,vintage,formal,formal,0
t-shirt,jogger,sweater,sporty,formal,vintage,formal,0
shirt,legging,coat,vintage,vintage,casual,vintage,1
t-shirt,jogger,sweater,vintage,streetwear,vintage,vintage,1
shirt,shorts,hoodie,vintage,casual,casual,casual,1
shirt,shorts,coat,casual,vintage,vintage,sporty,0
shirt,shorts,coat,sporty,streetwear,streetwear,formal,0
shirt,skirt,hoodie,formal,formal,formal,formal,1
t-shirt,shorts,coat,vintage,vintage,formal,vintage,1
t-shirt,jogger,hoodie,casual,casual,vintage,vintage,0
t-shirt,legging,blazer,formal,casual,formal,sporty,0
shirt,skirt,sweater,formal,formal,vintage,vintage,0
shirt,cargo,hoodie,formal,casual,formal,casual,0
shirt,jogger,sweater,streetwear,casual,formal,formal,0
t-shirt,jeans,blazer,streetwear,sporty,streetwear,streetwear,1
shirt,jeans,jacket,formal,streetwear,streetwear,streetwear,1
t-shirt,shorts,blazer,vintage,formal,formal,formal,1
t-shirt,skirt,hoodie,streetwear,formal,formal,sporty,0
shirt,legging,hoodie,sporty,formal,sporty,formal,0
shirt,jogger,sweater,formal,vintage,vintage,vintage,1
shirt,skirt,blazer,formal,formal,casual,streetwear,0
shirt,jogger,coat,formal,casual,formal,formal,1
t-shirt,shorts,coat,streetwear,sporty,sporty,sporty,1
shirt,trousers,sweater,vintage,vintage,sporty,casual,0
dress,none,hoodie,formal,streetwear,casual,streetwear,0
t-shirt,jogger,sweater,casual,casual,vintage,streetwear,0
shirt,skirt,hoodie,sporty,streetwear,streetwear,casual,0
shirt,jeans,sweater,streetwear,casual,casual,sporty,0
shirt,skirt,hoodie,vintage,vintage,vintage,vintage,1
shirt,skirt,coat,formal,sporty,formal,formal,1
shirt,trousers,sweater,sporty,sporty,formal,sporty,1
t-shirt,jeans,blazer,sporty,streetwear,streetwear,sporty,0
shirt,skirt,coat,streetwear,vintage,streetwear,streetwear,1
shirt,jogger,blazer,streetwear,formal,streetwear,streetwear,1
shirt,jogger,hoodie,formal,formal,vintage,formal,1
t-shirt,jeans,sweater,formal,sporty,casual,formal,0
shirt,shorts,jacket,vintage,vintage,formal,vintage,1
t-shirt,legging,hoodie,vintage,sporty,sporty,sporty,1
t-shirt,jeans,jacket,vintage,formal,formal,formal,1
shirt,skirt,blazer,sporty,sporty,formal,formal,0
t-shirt,jeans,hoodie,formal,vintage,formal,formal,1
shirt,cargo,hoodie,streetwear,vintage,streetwear,formal,0
t-shirt,trousers,coat,formal,formal,sporty,formal,1
t-shirt,skirt,sweater,casual,vintage,vintage,vintage,1
t-shirt,trousers,sweater,vintage,vintage,formal,sporty,0
t-shirt,skirt,hoodie,casual,formal,casual,casual,1
t-shirt,legging,blazer,sporty,formal,formal,casual,0
shirt,legging,jacket,vintage,streetwear,vintage,vintage,1
t-shirt,jogger,blazer,sporty,vintage,formal,sporty,0
shirt,legging,sweater,sporty,casual,casual,vintage,0
t-shirt,jogger,blazer,streetwear,sporty,streetwear,vintage,0
t-shirt,jogger,jacket,streetwear,streetwear,formal,streetwear,1
t-shirt,trousers,blazer,casual,casual,casual,formal,0
shirt,shorts,blazer,sporty,sporty,vintage,vintage,0
t-shirt,trousers,jacket,streetwear,casual,streetwear,casual,0
t-shirt,skirt,blazer,streetwear,sporty,vintage,vintage,0
t-shirt,skirt,jacket,formal,formal,streetwear,formal,1
shirt,trousers,blazer,streetwear,formal,streetwear,streetwear,1
t-shirt,cargo,jacket,streetwear,formal,formal,formal,1
shirt,legging,blazer,streetwear,streetwear,streetwear,formal,0
shirt,skirt,hoodie,streetwear,streetwear,casual,streetwear,1
shirt,trousers,jacket,vintage,vintage,formal,vintage,1
t-shirt,skirt,jacket,vintage,vintage,formal,vintage,1
t-shirt,jogger,jacket,sporty,sporty,sporty,vintage,0
t-shirt,cargo,hoodie,sporty,sporty,formal,formal,0
shirt,jeans,blazer,sporty,vintage,streetwear,vintage,0
t-shirt,cargo,blazer,casual,vintage,casual,casual,1
t-shirt,skirt,sweater,sporty,streetwear,sporty,vintage,0
t-shirt,cargo,hoodie,formal,vintage,streetwear,vintage,0
t-shirt,jeans,sweater,streetwear,casual,casual,vintage,0
shirt,jeans,sweater,casual,sporty,sporty,casual,0
t-shirt,jeans,sweater,sporty,streetwear,streetwear,sporty,0
t-shirt,cargo,sweater,sporty,sporty,formal,sporty,1
t-shirt,jogger,hoodie,casual,streetwear,streetwear,casual,0
shirt,skirt,jacket,formal,casual,formal,vintage,0
t-shirt,cargo,hoodie,sporty,streetwear,formal,formal,0
t-shirt,shorts,jacket,streetwear,sporty,sporty,formal,0
t-shirt,legging,hoodie,streetwear,streetwear,sporty,casual,0
t-shirt,legging,hoodie,streetwear,formal,formal,sporty,0
shirt,skirt,blazer,formal,vintage,vintage,vintage,1
t-shirt,cargo,hoodie,streetwear,streetwear,casual,streetwear,1
shirt,skirt,hoodie,sporty,casual,formal,formal,0
